SEQID,AGEG5LFS,GENDER_R,U01b000A,AS_Numeric_Encoding,U01b000S,U01b000T,PVLIT1,PVNUM1
4267,20-24,Male,26,"2,4,2,1,5,3,2,4,2,1,5,3,4,1,5,3,2,4,1,5,3,4,1,5,3,1,4,2,18,2,18,9",0,76485,245.92796,202.39696
4271,16-19,Male,50,"2,6,10,7,11,8,14,1,13,6,10,1,7,11,8,13,1,2,6,10,1,3,2,6,10,1,3,2,6,10,1,3,1,6,10,1,21,9,22,1,6,9",1,182546,280.41133,277.10508
4272,25-29,Female,67,"2,4,2,1,5,3,2,1,2,4,2,1,5,3,2,4,1,5,3,1,6,10,7,11,8,1,13,6,10,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,4,2,1,5,3,2,4,1,5,3,9",1,214902,343.99332,283.4258
4280,30-34,Female,30,"6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,116959,314.5068,300.8846
4281,50-54,Female,34,"2,12,6,10,2,6,10,3,2,12,3,2,1,15,2,18,1,18,9",0,266452,229.06415,192.97863
4282,30-34,Male,16,"4,1,5,3,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",0,56848,292.82896,227.69675
4293,35-39,Female,40,"1,15,16,6,10,7,11,8,14,1,15,16,1,13,2,4,1,5,3,2,4,2,1,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,156193,239.00073,254.0791
4298,40-44,Male,4,"1,9",0,62884,232.21258,246.29435
4305,35-39,Female,1,"1,9",0,159871,184.47157,140.40399
4310,35-39,Female,8,"4,1,5,3,1,4,1,5,3,1,9",0,23968,215.27298,257.25538
4312,45-49,Male,38,"1,6,10,7,11,8,14,1,13,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,134731,296.05567,244.35092
4313,40-44,Female,7,"1,18,1,18,20,18,9",0,106339,286.96004,254.87205
4319,35-39,Male,38,"1,12,6,27,7,8,7,8,1,2,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,209607,252.27278,222.87287
4323,55-59,Male,4,"2,9",0,55292,231.02751,248.84266
4326,60-65,Female,17,"15,12,6,10,7,11,8,14,1,13,1,18,6,9",0,121999,309.81943,238.61117
4328,25-29,Female,46,"2,12,14,6,10,7,11,8,14,1,13,2,12,1,3,2,6,10,17,7,11,8,13,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",1,134177,283.64924,216.8084
4329,40-44,Female,8,"2,1,2,1,9",0,127257,257.10607,209.94227
4332,30-34,Female,48,"15,16,6,10,1,7,11,8,13,2,4,2,1,5,3,1,2,4,2,1,5,3,1,2,4,2,1,5,3,1,2,1,2,4,1,5,3,1,2,4,1,5,3,1,9",1,196406,324.53321,264.76275
4345,30-34,Female,5,"2,1,9,22,12,9",0,74998,265.87692,252.25088
4348,25-29,Male,67,"2,6,10,7,11,8,14,1,13,2,4,2,1,4,2,1,4,1,5,3,1,4,1,5,3,1,6,10,14,1,21,1,6,10,1,13,1,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,196371,295.56114,286.02518
4359,25-29,Female,29,"2,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,4,1,5,3,9",0,160825,216.82098,202.35883
4367,60-65,Female,7,"2,4,1,5,3,1,2,1,9",0,24373,259.76144,246.10966
4368,45-49,Female,36,"1,15,16,1,2,6,10,7,11,8,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,1,9",1,168801,283.97656,278.55043
4370,16-19,Female,49,"1,6,10,7,11,8,1,13,1,2,4,1,5,3,2,4,2,4,1,5,3,2,4,1,5,3,9",1,181073,273.2476,246.1521
4374,40-44,Male,0,9,0,4183,266.86219,308.50951
4376,45-49,Male,1,"1,9",0,16444,243.68037,255.11252
4379,20-24,Female,0,9,0,39382,260.88466,217.66989
4390,45-49,Male,35,"2,1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,172713,294.31216,256.00385
4391,30-34,Female,8,"1,12,14,1,9",0,73417,233.49238,198.49147
4393,25-29,Male,41,"18,1,18,1,2,1,12,1,12,14,12,19,1,6,10,1,7,11,8,13,1,6,9",0,832798,227.051,241.04656
4394,35-39,Female,37,"2,4,2,1,5,3,2,4,2,4,1,5,3,2,12,3,2,4,1,5,3,1,2,12,9",0,228179,269.93501,239.65483
4396,30-34,Female,28,"4,1,4,1,5,3,1,2,4,1,5,3,4,1,4,1,5,3,1,4,1,5,3,4,1,5,3,1,4,1,5,3,1,9",0,114522,305.43454,262.68028
4397,50-54,Male,25,"4,2,1,5,3,17,4,2,4,17,2,4,2,1,5,3,4,2,1,5,3,4,2,1,5,3,4,1,5,3,9",0,57196,189.85629,220.5537
4409,45-49,Male,14,"2,1,18,1,2,4,2,1,5,3,1,9",0,53929,230.71526,197.44534
4411,30-34,Female,43,"12,6,10,1,7,11,8,13,6,10,1,7,11,8,23,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,1,9",1,202533,258.07447,239.62716
4424,30-34,Male,47,"2,1,2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,1,5,3,4,1,5,3,9",1,190053,289.3458,296.45032
4425,40-44,Female,40,"1,12,19,1,6,10,1,14,7,11,8,13,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,246820,329.15655,294.81588
4429,16-19,Male,20,"4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,87523,257.98672,201.60819
4435,55-59,Female,3,"1,20,1,9",0,228988,205.02801,172.39021
4436,50-54,Male,3,"1,12,9",0,60511,219.03719,184.09562
4441,16-19,Male,23,"1,12,1,15,16,6,10,7,11,8,1,13,2,4,1,5,3,2,4,1,5,3,2,9",0,91534,289.85629,256.57328
4442,60-65,Male,25,"1,20,1,6,10,1,14,1,6,9",0,251521,222.18463,243.93961
4444,20-24,Female,46,"2,6,10,7,11,8,14,2,4,2,1,5,3,4,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",0,119051,245.97435,217.03792
4445,20-24,Female,44,"18,1,12,1,12,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,4,1,5,3,4,1,5,3,1,9",0,116558,286.12359,220.47869
4446,16-19,Female,62,"2,12,19,12,14,4,2,4,2,4,2,6,10,7,11,8,14,7,8,1,13,6,10,7,11,8,23,2,4,1,5,3,4,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,192979,276.10627,211.35497
4447,25-29,Female,26,"6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,145747,274.90344,233.32662
4457,30-34,Female,32,"12,1,14,12,6,10,7,11,8,1,13,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,126329,280.739,233.26591
4459,25-29,Male,34,"1,6,1,6,10,1,7,11,8,13,1,2,12,1,3,2,12,1,3,2,12,1,3,9",1,281195,375.76452,351.85983
4462,60-65,Female,60,"2,6,10,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,2,4,1,5,3,2,4,2,1,4,2,6,26,14,4,2,1,12,19,4,1,5,3,9",1,169511,258.42342,237.8189
4464,50-54,Female,13,"6,10,7,11,8,14,1,13,2,1,9,22,1,9",0,148257,297.45571,271.03077
4468,50-54,Male,0,9,0,31004,255.19737,212.41258
4471,30-34,Male,77,"15,16,6,10,1,14,1,7,8,1,7,11,8,13,2,4,2,1,5,3,2,6,10,1,7,11,8,13,2,4,1,5,3,1,6,10,1,7,11,8,13,1,2,4,1,5,3,1,6,10,1,7,11,8,13,1,6,10,1,21,6,10,1,21,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,218497,281.49623,321.268
4473,50-54,Male,1,"1,9",0,14255,177.52488,179.91585
4475,45-49,Female,34,"6,10,7,11,8,14,15,14,16,6,10,14,15,16,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,204638,335.10517,321.57782
4480,55-59,Male,75,"6,10,1,7,11,8,1,13,2,4,2,1,5,3,1,2,1,2,4,1,5,3,2,4,1,5,3,1,6,2,12,1,3,2,12,1,3,2,4,1,5,3,2,4,1,5,3,2,12,1,3,2,1,2,4,1,5,3,2,4,1,5,3,9",1,273367,298.43534,309.6994
4481,45-49,Female,55,"12,6,10,7,11,8,14,1,14,15,16,1,13,2,1,4,1,5,3,2,1,4,1,5,3,2,1,4,1,5,3,2,1,4,2,1,5,3,2,1,4,1,5,3,1,2,1,9",1,133951,309.74384,270.84999
4483,30-34,Female,20,"6,10,1,14,7,8,14,2,1,12,6,10,7,11,8,13,4,1,5,3,9",0,75471,211.47289,140.68616
4488,50-54,Female,11,"1,6,12,19,7,8,7,8,9",0,49674,216.8836,230.74527
4494,60-65,Female,2,"2,1,9",0,37998,276.42112,244.70836
4496,20-24,Male,72,"1,12,1,12,2,4,2,1,5,3,2,6,10,14,6,10,7,11,8,1,13,1,2,4,2,1,5,3,2,4,1,5,3,2,6,10,1,21,1,2,4,1,5,3,2,4,1,5,3,6,10,1,21,6,10,1,13,1,4,2,1,5,3,4,1,5,3,1,2,4,1,5,3,2,9",0,144895,271.83228,225.81219
4500,55-59,Female,51,"4,2,1,6,10,7,11,8,14,1,13,4,2,1,5,3,1,2,4,2,1,5,3,1,2,17,4,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,9",1,293925,275.68967,278.97343
4503,30-34,Male,23,"2,1,2,1,9",0,121991,265.12657,252.70958
4504,40-44,Female,6,"2,4,1,5,3,1,9",0,23296,259.2926,271.02726
4505,35-39,Male,57,"12,1,12,19,1,12,14,20,6,10,7,11,8,1,13,2,12,1,3,2,12,1,3,2,12,1,3,1,6,2,12,1,3,2,1,2,1,2,1,2,9",1,415285,318.99484,280.85057
4508,40-44,Male,34,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,4,1,5,3,9",1,171714,343.41676,327.06895
4510,35-39,Male,2,"4,2,9",0,63989,207.97638,179.39975
4524,20-24,Female,24,"1,6,10,1,7,11,8,1,13,2,1,4,1,5,3,2,4,1,5,3,9",0,121691,319.95874,316.45768
4532,30-34,Female,30,"1,12,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,145721,305.39884,282.83925
4538,40-44,Female,92,"15,16,6,10,7,11,8,14,1,13,1,6,1,2,12,1,3,1,6,2,12,1,3,1,6,10,1,21,6,10,1,7,11,8,1,13,1,2,1,6,10,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,1,2,1,6,10,1,21,1,9",0,268269,318.55733,271.03412
4539,25-29,Female,38,"6,10,1,7,11,8,13,2,4,2,1,5,3,2,6,10,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,144944,248.79646,235.73676
4543,25-29,Male,34,"2,1,2,12,14,6,10,7,11,8,14,1,13,2,4,2,1,2,12,1,3,2,12,1,3,2,12,1,3,2,9",1,262160,193.76941,175.1581
4548,45-49,Female,40,"2,12,19,2,12,14,6,10,7,11,8,14,1,13,2,12,1,3,2,6,10,7,11,8,13,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",1,288712,319.57816,279.86515
4553,30-34,Female,0,9,0,72668,282.83237,259.9511
4557,20-24,Male,36,"6,10,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",1,117126,256.62397,253.73124
4558,25-29,Female,30,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,142609,270.63704,230.97127
4560,55-59,Female,32,"6,10,7,11,8,1,13,6,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",1,173627,325.05681,299.6911
4561,30-34,Male,39,"15,16,2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,4,1,5,3,4,1,5,3,1,9",0,165928,301.72174,276.73966
4568,35-39,Male,0,9,0,6638,242.74476,209.90157
4571,35-39,Female,76,"2,12,1,14,12,1,2,4,12,1,15,2,6,10,7,11,8,14,1,13,2,4,1,5,3,1,2,12,1,6,10,1,7,11,8,13,1,2,4,2,1,5,3,1,12,1,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,9",0,329818,252.94786,211.41181
4574,50-54,Male,36,"6,10,7,11,8,1,13,2,4,1,5,3,2,4,6,10,7,11,8,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,104911,269.33045,279.75252
4575,25-29,Female,36,"2,12,14,2,4,1,5,3,2,4,1,5,3,2,6,10,7,11,8,1,13,2,4,1,5,3,4,1,5,3,2,4,1,5,3,9",1,116236,300.87889,265.93615
4576,45-49,Male,44,"2,1,2,1,2,12,14,6,10,1,7,11,8,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,193662,282.92248,265.2528
4578,25-29,Female,32,"1,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,78478,323.81602,292.87257
4580,30-34,Male,66,"1,2,12,14,6,10,7,11,8,14,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,1,2,4,1,5,3,2,4,1,5,3,4,1,5,3,2,9,22,6,1,9",0,333860,294.9756,311.8503
4581,50-54,Male,50,"1,4,1,5,3,2,4,2,1,2,6,10,14,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,6,10,1,7,11,8,13,4,1,5,3,9",1,180371,284.75098,285.43722
4591,20-24,Female,39,"1,2,6,10,7,11,8,14,1,13,6,10,7,11,8,1,13,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",1,220490,335.66154,313.80823
4592,60-65,Male,43,"1,12,2,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,206431,325.93844,299.90405
4596,25-29,Female,40,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,142430,273.19752,241.72045
4601,60-65,Female,2,"1,9",0,57845,261.82384,278.68469
4602,40-44,Male,50,"1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,6,1,17,1,2,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",1,156018,369.26644,354.21099
4603,16-19,Female,46,"1,2,1,6,10,1,7,11,8,13,6,10,1,7,11,8,23,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,144168,294.16869,310.56766
4604,20-24,Male,59,"6,10,1,7,11,8,7,8,13,4,2,1,5,3,2,12,6,26,6,10,1,21,6,10,7,11,8,13,2,4,1,5,3,2,1,4,1,5,3,1,4,2,4,2,4,2,1,5,3,2,4,1,5,3,4,1,5,3,9",0,320508,287.19434,273.43597
4605,50-54,Male,27,"2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,117509,306.47546,317.84092
4611,55-59,Male,0,9,0,5859,167.1351,134.45749
4615,20-24,Male,4,"4,1,5,3,1,9",0,19030,260.629,221.3764
4624,16-19,Male,38,"6,10,7,11,8,14,1,13,6,10,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,99758,257.01751,250.99604
4625,60-65,Female,0,9,0,67356,240.97251,221.7653
4627,55-59,Female,0,9,0,11961,203.3383,201.5464
4628,40-44,Female,45,"1,6,10,7,8,14,1,6,10,7,11,8,14,1,7,8,13,1,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,147292,296.94824,339.05648
4635,55-59,Female,40,"6,10,7,11,8,14,1,15,16,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,169430,357.94913,327.9163
4638,35-39,Female,74,"2,1,2,4,2,1,5,3,1,2,4,2,1,5,3,1,2,1,2,4,2,1,5,3,1,2,4,1,5,3,1,4,1,5,3,1,6,10,7,11,8,1,13,1,2,4,2,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,1,9",1,420540,367.34183,314.02956
4640,50-54,Male,2,"1,17,9",0,90303,230.11397,200.38039
4643,35-39,Female,123,"2,1,17,1,15,16,6,10,7,11,8,14,6,10,1,13,2,1,17,15,6,10,1,14,1,14,1,14,1,14,1,16,15,16,1,15,1,16,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9,22,6,9,22,17,9,7,8,7,8",1,800380,226.38218,182.18163
4645,25-29,Male,35,"12,14,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,93011,295.52752,299.68076
4647,20-24,Female,73,"1,6,10,1,7,11,8,13,6,10,1,7,11,8,14,2,4,2,1,4,1,5,3,2,4,2,1,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,1,2,1,2,1,9",1,257726,295.95418,249.45918
4648,60-65,Male,80,"1,6,1,2,4,2,6,1,4,2,1,5,3,1,6,10,7,11,8,1,13,1,4,2,1,4,1,5,3,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",0,558513,326.97371,261.79151
4652,45-49,Female,2,"18,9",0,59242,207.8436,192.52581
4654,50-54,Female,68,"1,6,10,1,14,1,6,10,7,11,8,13,6,10,14,1,2,4,1,5,3,1,6,1,2,6,10,7,11,8,13,1,6,10,14,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,285933,317.69192,250.46294
4658,40-44,Female,0,9,0,5518,225.39033,182.76005
4659,30-34,Female,17,"12,1,2,4,12,1,12,19,1,9",0,140862,301.92106,250.22468
4663,50-54,Female,58,"1,6,10,7,8,14,1,6,10,7,11,8,14,1,13,1,6,10,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,191580,261.88816,231.67938
4666,55-59,Female,72,"15,16,2,12,19,2,4,1,5,3,2,6,10,7,11,8,14,7,8,7,11,8,14,7,11,8,14,6,10,1,14,12,19,15,16,6,10,12,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,1,2,4,1,5,3,4,1,5,3,2,4,1,5,3,9",0,295241,325.94467,260.77911
4676,35-39,Male,31,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,92800,335.14394,289.34998
4678,50-54,Female,66,"2,1,2,6,10,7,11,8,14,7,11,8,14,1,13,2,1,2,1,2,6,10,1,3,2,6,1,2,6,10,1,3,2,6,10,1,3,2,1,2,6,10,1,3,2,6,10,1,3,1,9",1,306332,291.80504,290.66422
4692,16-19,Female,22,"4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,83086,283.32103,246.27807
4699,55-59,Male,7,"1,9",0,137731,200.26649,178.57198
4700,55-59,Female,3,"2,6,9",0,61752,207.63224,191.94868
4710,40-44,Male,37,"1,2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,154036,238.08409,247.68701
4714,45-49,Female,2,"1,9",0,17774,229.74156,217.82342
4716,30-34,Female,35,"1,6,10,1,14,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,134524,345.58756,322.50596
4723,50-54,Male,32,"2,4,2,1,5,3,2,4,1,5,3,2,1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,4,1,5,3,4,1,5,3,9",1,112627,291.46286,275.32689
4725,55-59,Female,35,"2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",1,135796,285.52398,266.90147
4729,25-29,Male,33,"2,15,16,15,16,6,10,7,11,8,14,1,13,4,2,1,5,3,4,2,1,5,3,4,1,5,3,4,1,5,3,4,1,5,3,9",1,144402,230.86732,221.2036
4733,50-54,Female,13,"2,1,2,1,2,1,2,1,9",0,120788,247.56375,239.97363
4735,40-44,Male,57,"12,14,1,2,4,2,1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,4,1,5,3,9",1,185400,279.58179,256.34777
4738,25-29,Male,20,"2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,113286,274.36786,232.61495
4740,30-34,Female,37,"6,10,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,101534,337.37458,287.96951
4745,55-59,Male,30,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,152059,325.68277,314.86883
4749,30-34,Female,31,"2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,78956,255.04585,223.45847
4750,25-29,Female,14,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,9",0,99351,267.70534,249.06179
4751,35-39,Male,1,"1,9",0,34389,258.55576,287.28572
4753,16-19,Female,26,"33,1,12,1,2,1,2,17,2,17,2,17,2,1,4,2,1,5,3,1,2,4,2,1,9,17",0,175691,234.95936,172.51467
4754,20-24,Male,41,"1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,1,2,4,2,1,5,3,2,4,1,5,3,2,1,9",1,160992,302.87582,289.88759
4756,40-44,Female,5,"18,9",0,51019,225.83539,206.20252
4760,30-34,Male,3,"9,17,7,8",0,9203,213.32694,197.78283
4761,35-39,Male,30,"6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,117725,308.62772,304.29724
4762,60-65,Male,14,"6,27,2,1,2,12,1,3,2,12,1,3,2,9",0,109621,291.97705,291.37654
4766,30-34,Male,38,"1,12,6,26,14,6,10,12,6,1,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,148237,238.11256,191.66941
4773,35-39,Male,61,"15,16,15,16,1,2,12,14,6,10,7,11,8,14,1,13,1,2,4,2,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,9",1,294452,292.16937,298.25356
4774,30-34,Female,38,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,117273,319.35237,306.24087
4775,25-29,Female,48,"6,10,7,11,8,14,1,13,1,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,157590,305.4277,317.86858
4776,50-54,Male,2,"2,1,9",0,50961,264.44935,230.18223
4777,60-65,Female,84,"2,12,1,14,18,1,12,1,2,12,14,2,15,16,15,16,2,12,1,3,2,12,1,3,2,6,10,7,11,8,14,1,13,2,12,1,3,2,1,2,1,2,12,1,3,2,1,2,12,1,3,1,2,1,12,1,18,9",0,425068,232.928,184.23268
4782,20-24,Male,33,"1,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,115668,296.08581,303.39813
4784,45-49,Male,41,"6,10,7,11,8,7,8,14,1,13,2,4,2,1,5,3,2,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,210182,327.19747,331.74475
4787,35-39,Female,2,"12,1,9",0,56378,322.32998,290.97203
4791,25-29,Female,59,"6,10,1,7,11,8,13,2,1,17,1,6,1,6,10,1,21,1,6,10,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,1,2,1,9",0,140352,329.24056,289.23627
4799,30-34,Female,27,"15,16,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,12,1,2,9",0,172126,270.14804,238.0805
4814,40-44,Female,11,"4,2,1,6,10,7,11,8,1,13,9",0,102475,326.00768,247.95889
4819,30-34,Male,53,"15,16,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,16,15,16,1,15,16,1,6,10,7,11,8,14,1,13,1,4,2,1,5,3,4,2,1,5,3,4,1,5,3,9",1,152168,321.58835,306.95888
4824,25-29,Female,18,"1,2,12,1,12,14,2,12,1,9",0,151801,233.00394,195.68077
4826,35-39,Male,41,"1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,4,2,1,5,3,4,1,5,3,9",1,127352,275.82084,259.65401
4828,25-29,Female,47,"12,1,15,16,1,12,1,15,16,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,148638,305.55082,304.1125
4833,35-39,Female,48,"2,1,6,10,6,10,1,14,1,12,6,20,6,26,10,7,11,8,1,2,1,9",0,267325,237.42516,229.3366
4836,45-49,Male,43,"1,6,10,7,11,8,14,1,13,2,1,2,1,2,1,6,2,1,2,1,9",0,180841,294.4926,256.56675
4838,55-59,Female,10,"2,4,1,5,3,2,1,9",0,49633,296.03626,246.35813
4842,40-44,Female,13,"2,1,6,10,1,15,16,7,11,8,13,9",0,135559,236.07952,215.45311
4845,60-65,Female,4,"1,9,22,1,9",0,50171,324.80507,307.75123
4846,60-65,Female,62,"1,6,10,14,1,2,1,6,10,7,11,8,7,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,17,2,17,2,4,2,1,5,3,1,2,4,1,5,3,1,9",1,161128,363.16266,309.59241
4847,35-39,Female,0,9,0,44592,245.11707,233.22401
4851,30-34,Female,46,"6,10,7,11,8,14,1,13,2,12,1,3,2,12,1,3,2,12,1,3,1,12,2,12,1,3,2,12,1,3,1,6,9",1,299575,291.07943,277.97836
